experiment,baseline,target,scope,fold,repetition,permutation_seed,n,reference_mae_kg,result_mae_kg,delta_mae_kg,effect
permutation,dense,centroid_y_ratio,fold,1,3,167278659,27,53.941613,58.880975,4.939362,harm
permutation,dense,centroid_y_ratio,fold,1,4,1101415613,27,53.941613,58.353722,4.412109,harm
permutation,dense,centroid_y_ratio,fold,1,5,2565576454,27,53.941613,65.800216,11.858603,harm
permutation,dense,centroid_y_ratio,fold,1,6,1699616757,27,53.941613,66.283035,12.341422,harm
permutation,dense,centroid_y_ratio,fold,1,7,128313957,27,53.941613,58.889122,4.947509,harm
permutation,dense,centroid_y_ratio,fold,1,8,3512550455,27,53.941613,63.961880,10.020268,harm
permutation,dense,centroid_y_ratio,fold,1,9,1888421558,27,53.941613,62.051136,8.109523,harm
permutation,dense,centroid_y_ratio,fold,2,0,1728279748,27,43.306228,44.806020,1.499792,harm
permutation,dense,centroid_y_ratio,fold,2,1,85243421,27,43.306228,48.379129,5.072902,harm
permutation,dense,centroid_y_ratio,fold,2,2,750827610,27,43.306228,48.899860,5.593632,harm
permutation,dense,centroid_y_ratio,fold,2,3,3549278070,27,43.306228,44.185436,0.879208,neutral
permutation,dense,centroid_y_ratio,fold,2,4,1714689885,27,43.306228,44.723546,1.417318,harm
permutation,dense,centroid_y_ratio,fold,2,5,1114355150,27,43.306228,48.070127,4.763899,harm
permutation,dense,centroid_y_ratio,fold,2,6,4176364234,27,43.306228,47.272790,3.966562,harm
permutation,dense,centroid_y_ratio,fold,2,7,257889404,27,43.306228,45.208240,1.902013,harm
permutation,dense,centroid_y_ratio,fold,2,8,3152278132,27,43.306228,42.977298,-0.328930,neutral
permutation,dense,centroid_y_ratio,fold,2,9,469081904,27,43.306228,48.399128,5.092900,harm
permutation,dense,centroid_y_ratio,fold,3,0,2125251610,26,58.930772,54.719455,-4.211317,improvement
permutation,dense,centroid_y_ratio,fold,3,1,815538836,26,58.930772,57.947651,-0.983121,neutral
permutation,dense,centroid_y_ratio,fold,3,2,1002355529,26,58.930772,58.296165,-0.634607,neutral
permutation,dense,centroid_y_ratio,fold,3,3,3081249892,26,58.930772,50.894052,-8.036720,improvement
permutation,dense,centroid_y_ratio,fold,3,4,141204616,26,58.930772,53.714442,-5.216330,improvement
permutation,dense,centroid_y_ratio,fold,3,5,2489425163,26,58.930772,57.583119,-1.347653,improvement
permutation,dense,centroid_y_ratio,fold,3,6,2587135890,26,58.930772,59.051529,0.120757,neutral
permutation,dense,centroid_y_ratio,fold,3,7,2271966936,26,58.930772,58.090611,-0.840161,neutral
permutation,dense,centroid_y_ratio,fold,3,8,3726064986,26,58.930772,57.552639,-1.378133,improvement
permutation,dense,centroid_y_ratio,fold,3,9,3929629742,26,58.930772,59.013749,0.082978,neutral
permutation,dense,centroid_y_ratio,fold,4,0,998988273,26,66.590015,67.750021,1.160006,harm
permutation,dense,centroid_y_ratio,fold,4,1,2976700069,26,66.590015,65.820760,-0.769254,neutral
permutation,dense,centroid_y_ratio,fold,4,2,794935271,26,66.590015,66.022011,-0.568003,neutral
permutation,dense,centroid_y_ratio,fold,4,3,1212857642,26,66.590015,67.769851,1.179836,harm
permutation,dense,centroid_y_ratio,fold,4,4,388085778,26,66.590015,69.513391,2.923377,harm
permutation,dense,centroid_y_ratio,fold,4,5,3964617780,26,66.590015,64.378043,-2.211972,improvement
permutation,dense,centroid_y_ratio,fold,4,6,2948671357,26,66.590015,65.103540,-1.486475,improvement
permutation,dense,centroid_y_ratio,fold,4,7,204654347,26,66.590015,68.435302,1.845287,harm
permutation,dense,centroid_y_ratio,fold,4,8,685717797,26,66.590015,68.159775,1.569761,harm
permutation,dense,centroid_y_ratio,fold,4,9,3832437258,26,66.590015,68.101700,1.511685,harm
permutation,dense,centroid_y_ratio,fold,5,0,1564576935,26,51.972007,56.242778,4.270771,harm
permutation,dense,centroid_y_ratio,fold,5,1,2256443150,26,51.972007,66.295202,14.323195,harm
permutation,dense,centroid_y_ratio,fold,5,2,626749661,26,51.972007,60.832363,8.860355,harm
permutation,dense,centroid_y_ratio,fold,5,3,4160972675,26,51.972007,59.667252,7.695245,harm
permutation,dense,centroid_y_ratio,fold,5,4,136109120,26,51.972007,51.248380,-0.723627,neutral
permutation,dense,centroid_y_ratio,fold,5,5,2881107945,26,51.972007,58.489679,6.517672,harm
permutation,dense,centroid_y_ratio,fold,5,6,3115808709,26,51.972007,57.100325,5.128318,harm
permutation,dense,centroid_y_ratio,fold,5,7,3046783469,26,51.972007,59.350475,7.378468,harm
permutation,dense,centroid_y_ratio,fold,5,8,1199961498,26,51.972007,53.825830,1.853823,harm
permutation,dense,centroid_y_ratio,fold,5,9,1244244052,26,51.972007,60.128447,8.156440,harm
permutation,dense,centroid_y_ratio,oof,,0,,132,54.852306,56.927704,2.075399,harm
permutation,dense,centroid_y_ratio,oof,,1,,132,54.852306,59.137051,4.284746,harm
permutation,dense,centroid_y_ratio,oof,,2,,132,54.852306,57.972543,3.120237,harm
permutation,dense,centroid_y_ratio,oof,,3,,132,54.852306,56.207600,1.355294,harm
permutation,dense,centroid_y_ratio,oof,,4,,132,54.852306,55.450514,0.598208,neutral
permutation,dense,centroid_y_ratio,oof,,5,,132,54.852306,58.835008,3.982703,harm
permutation,dense,centroid_y_ratio,oof,,6,,132,54.852306,58.929148,4.076842,harm
permutation,dense,centroid_y_ratio,oof,,7,,132,54.852306,57.904658,3.052353,harm
permutation,dense,centroid_y_ratio,oof,,8,,132,54.852306,57.237516,2.385211,harm
permutation,dense,centroid_y_ratio,oof,,9,,132,54.852306,59.473473,4.621167,harm
permutation,dense,circularity,fold,1,0,4058869712,27,53.941613,49.873386,-4.068227,improvement
permutation,dense,circularity,fold,1,1,739174896,27,53.941613,48.150910,-5.790703,improvement
permutation,dense,circularity,fold,1,2,2403948639,27,53.941613,47.526720,-6.414893,improvement
permutation,dense,circularity,fold,1,3,3382978717,27,53.941613,51.867326,-2.074287,improvement
permutation,dense,circularity,fold,1,4,2930223991,27,53.941613,54.325960,0.384347,neutral
permutation,dense,circularity,fold,1,5,1430026754,27,53.941613,48.084041,-5.857572,improvement
permutation,dense,circularity,fold,1,6,1827456196,27,53.941613,51.072419,-2.869194,improvement
permutation,dense,circularity,fold,1,7,1820912175,27,53.941613,51.154331,-2.787281,improvement
permutation,dense,circularity,fold,1,8,970980900,27,53.941613,53.503998,-0.437615,neutral
permutation,dense,circularity,fold,1,9,370249843,27,53.941613,56.205718,2.264105,harm
permutation,dense,circularity,fold,2,0,2930471091,27,43.306228,52.444885,9.138658,harm
permutation,dense,circularity,fold,2,1,3958364032,27,43.306228,50.676006,7.369778,harm
permutation,dense,circularity,fold,2,2,633831283,27,43.306228,50.347581,7.041353,harm
permutation,dense,circularity,fold,2,3,3654870846,27,43.306228,51.417580,8.111352,harm
permutation,dense,circularity,fold,2,4,1279706439,27,43.306228,48.505857,5.199629,harm
permutation,dense,circularity,fold,2,5,2850594226,27,43.306228,46.002234,2.696006,harm
permutation,dense,circularity,fold,2,6,727040280,27,43.306228,49.305864,5.999636,harm
permutation,dense,circularity,fold,2,7,3868506654,27,43.306228,49.276757,5.970529,harm
permutation,dense,circularity,fold,2,8,2302933615,27,43.306228,50.047464,6.741236,harm
permutation,dense,circularity,fold,2,9,2256305895,27,43.306228,49.072064,5.765836,harm
permutation,dense,circularity,fold,3,0,3593177891,26,58.930772,61.034898,2.104126,harm
permutation,dense,circularity,fold,3,1,3049020208,26,58.930772,57.866701,-1.064071,improvement
permutation,dense,circularity,fold,3,2,3434220281,26,58.930772,60.468140,1.537369,harm
permutation,dense,circularity,fold,3,3,675552362,26,58.930772,56.960700,-1.970072,improvement
permutation,dense,circularity,fold,3,4,1442611337,26,58.930772,61.261497,2.330725,harm
permutation,dense,circularity,fold,3,5,452807401,26,58.930772,62.691660,3.760888,harm
permutation,dense,circularity,fold,3,6,173534385,26,58.930772,62.503059,3.572288,harm
permutation,dense,circularity,fold,3,7,1571877074,26,58.930772,54.388561,-4.542210,improvement
permutation,dense,circularity,fold,3,8,2503104224,26,58.930772,58.856330,-0.074441,neutral
permutation,dense,circularity,fold,3,9,2867336566,26,58.930772,57.887305,-1.043467,improvement
permutation,dense,circularity,fold,4,0,2427638254,26,66.590015,68.689956,2.099941,harm
permutation,dense,circularity,fold,4,1,3662211752,26,66.590015,69.819857,3.229842,harm
permutation,dense,circularity,fold,4,2,2467077342,26,66.590015,68.471854,1.881839,harm
permutation,dense,circularity,fold,4,3,3641473343,26,66.590015,74.487290,7.897275,harm
permutation,dense,circularity,fold,4,4,4153864427,26,66.590015,70.775826,4.185811,harm
permutation,dense,circularity,fold,4,5,4100965465,26,66.590015,77.681440,11.091426,harm
permutation,dense,circularity,fold,4,6,1406983385,26,66.590015,82.302426,15.712411,harm
permutation,dense,circularity,fold,4,7,3329782387,26,66.590015,60.956847,-5.633168,improvement
permutation,dense,circularity,fold,4,8,1979755608,26,66.590015,67.562434,0.972420,neutral
permutation,dense,circularity,fold,4,9,1369839616,26,66.590015,73.018740,6.428725,harm
permutation,dense,circularity,fold,5,0,3269257153,26,51.972007,57.791672,5.819664,harm
permutation,dense,circularity,fold,5,1,3405477585,26,51.972007,58.978254,7.006246,harm
permutation,dense,circularity,fold,5,2,2650889674,26,51.972007,52.734526,0.762519,neutral
permutation,dense,circularity,fold,5,3,832000400,26,51.972007,60.383387,8.411380,harm
permutation,dense,circularity,fold,5,4,2767557587,26,51.972007,59.548053,7.576045,harm
permutation,dense,circularity,fold,5,5,1436307565,26,51.972007,57.797340,5.825332,harm
permutation,dense,circularity,fold,5,6,2913165606,26,51.972007,55.955893,3.983885,harm
permutation,dense,circularity,fold,5,7,442438614,26,51.972007,58.702763,6.730756,harm
permutation,dense,circularity,fold,5,8,247918146,26,51.972007,58.901765,6.929757,harm
permutation,dense,circularity,fold,5,9,653497776,26,51.972007,56.461210,4.489203,harm
permutation,dense,circularity,oof,,0,,132,54.852306,57.863810,3.011505,harm
permutation,dense,circularity,oof,,1,,132,54.852306,56.981908,2.129602,harm
permutation,dense,circularity,oof,,2,,132,54.852306,55.804119,0.951813,neutral
permutation,dense,circularity,oof,,3,,132,54.852306,58.911426,4.059121,harm
permutation,dense,circularity,oof,,4,,132,54.852306,58.770294,3.917988,harm
permutation,dense,circularity,oof,,5,,132,54.852306,58.278491,3.426186,harm
permutation,dense,circularity,oof,,6,,132,54.852306,60.075829,5.223524,harm
permutation,dense,circularity,oof,,7,,132,54.852306,54.824938,-0.027367,neutral
permutation,dense,circularity,oof,,8,,132,54.852306,57.683509,2.831204,harm
permutation,dense,circularity,oof,,9,,132,54.852306,58.439763,3.587458,harm
permutation,dense,convex_area,fold,1,0,1448737136,27,53.941613,63.177512,9.235899,harm
permutation,dense,convex_area,fold,1,1,4219016945,27,53.941613,59.726876,5.785264,harm
permutation,dense,convex_area,fold,1,2,2223497350,27,53.941613,50.897805,-3.043807,improvement
permutation,dense,convex_area,fold,1,3,1494214945,27,53.941613,56.301144,2.359531,harm
permutation,dense,convex_area,fold,1,4,3333450927,27,53.941613,56.194162,2.252549,harm
permutation,dense,convex_area,fold,1,5,634948727,27,53.941613,56.288166,2.346553,harm
permutation,dense,convex_area,fold,1,6,3484390408,27,53.941613,53.503665,-0.437948,neutral
permutation,dense,convex_area,fold,1,7,3135008529,27,53.941613,51.324753,-2.616860,improvement
permutation,dense,convex_area,fold,1,8,90575500,27,53.941613,53.224797,-0.716816,neutral
permutation,dense,convex_area,fold,1,9,2387389665,27,53.941613,55.778918,1.837305,harm
permutation,dense,convex_area,fold,2,0,4161554154,27,43.306228,41.477938,-1.828289,improvement
permutation,dense,convex_area,fold,2,1,1937921222,27,43.306228,45.572657,2.266430,harm
permutation,dense,convex_area,fold,2,2,2364978773,27,43.306228,46.835950,3.529723,harm
permutation,dense,convex_area,fold,2,3,3047380040,27,43.306228,41.137554,-2.168674,improvement
permutation,dense,convex_area,fold,2,4,4037479270,27,43.306228,40.710785,-2.595443,improvement
permutation,dense,convex_area,fold,2,5,827674571,27,43.306228,49.352503,6.046275,harm
permutation,dense,convex_area,fold,2,6,3275332366,27,43.306228,46.320097,3.013869,harm
permutation,dense,convex_area,fold,2,7,3336587272,27,43.306228,42.923731,-0.382497,neutral
permutation,dense,convex_area,fold,2,8,3512205391,27,43.306228,46.660399,3.354172,harm
permutation,dense,convex_area,fold,2,9,2357986379,27,43.306228,46.540728,3.234500,harm
permutation,dense,convex_area,fold,3,0,2046715372,26,58.930772,55.493183,-3.437589,improvement
permutation,dense,convex_area,fold,3,1,4155080312,26,58.930772,51.498121,-7.432650,improvement
permutation,dense,convex_area,fold,3,2,3673072870,26,58.930772,48.090377,-10.840395,improvement
permutation,dense,convex_area,fold,3,3,2788145095,26,58.930772,53.350163,-5.580609,improvement
permutation,dense,convex_area,fold,3,4,3603524781,26,58.930772,56.657317,-2.273455,improvement
permutation,dense,convex_area,fold,3,5,67850496,26,58.930772,56.456155,-2.474617,improvement
permutation,dense,convex_area,fold,3,6,3329057555,26,58.930772,53.161294,-5.769478,improvement
permutation,dense,convex_area,fold,3,7,3007030928,26,58.930772,53.387858,-5.542914,improvement
permutation,dense,convex_area,fold,3,8,1979373110,26,58.930772,51.804995,-7.125776,improvement
permutation,dense,convex_area,fold,3,9,2640847663,26,58.930772,50.954100,-7.976672,improvement
permutation,dense,convex_area,fold,4,0,835931771,26,66.590015,67.170645,0.580630,neutral
permutation,dense,convex_area,fold,4,1,3391367711,26,66.590015,69.013039,2.423024,harm
permutation,dense,convex_area,fold,4,2,970668199,26,66.590015,67.198344,0.608329,neutral
permutation,dense,convex_area,fold,4,3,1621910197,26,66.590015,67.926156,1.336142,harm
permutation,dense,convex_area,fold,4,4,1699754734,26,66.590015,66.911223,0.321208,neutral
permutation,dense,convex_area,fold,4,5,1636769611,26,66.590015,65.902850,-0.687165,neutral
permutation,dense,convex_area,fold,4,6,2445064625,26,66.590015,71.722939,5.132925,harm
permutation,dense,convex_area,fold,4,7,2518447175,26,66.590015,66.257943,-0.332072,neutral
permutation,dense,convex_area,fold,4,8,3863800277,26,66.590015,65.412450,-1.177565,improvement
permutation,dense,convex_area,fold,4,9,2709715017,26,66.590015,64.701294,-1.888721,improvement
permutation,dense,convex_area,fold,5,0,1119604623,26,51.972007,57.649349,5.677342,harm
permutation,dense,convex_area,fold,5,1,761068883,26,51.972007,60.251605,8.279598,harm
permutation,dense,convex_area,fold,5,2,2825197713,26,51.972007,59.933662,7.961654,harm
permutation,dense,convex_area,fold,5,3,2446997611,26,51.972007,62.714094,10.742086,harm
permutation,dense,convex_area,fold,5,4,1244862161,26,51.972007,55.754453,3.782445,harm
permutation,dense,convex_area,fold,5,5,1441737529,26,51.972007,63.047443,11.075435,harm
permutation,dense,convex_area,fold,5,6,920888726,26,51.972007,55.955423,3.983415,harm
permutation,dense,convex_area,fold,5,7,4037271314,26,51.972007,57.087244,5.115237,harm
permutation,dense,convex_area,fold,5,8,175920656,26,51.972007,60.657524,8.685517,harm
permutation,dense,convex_area,fold,5,9,699676,26,51.972007,58.720066,6.748058,harm
permutation,dense,convex_area,oof,,0,,132,54.852306,56.923028,2.070723,harm
permutation,dense,convex_area,oof,,1,,132,54.852306,57.143328,2.291023,harm
permutation,dense,convex_area,oof,,2,,132,54.852306,54.504495,-0.347811,neutral
permutation,dense,convex_area,oof,,3,,132,54.852306,56.171179,1.318873,harm
permutation,dense,convex_area,oof,,4,,132,54.852306,55.142662,0.290356,neutral
permutation,dense,convex_area,oof,,5,,132,54.852306,58.127770,3.275465,harm
permutation,dense,convex_area,oof,,6,,132,54.852306,56.038429,1.186123,harm
permutation,dense,convex_area,oof,,7,,132,54.852306,54.089153,-0.763152,neutral
permutation,dense,convex_area,oof,,8,,132,54.852306,55.467042,0.614736,neutral
permutation,dense,convex_area,oof,,9,,132,54.852306,55.275700,0.423394,neutral
permutation,dense,convexity,fold,1,0,3890552908,27,53.941613,54.902206,0.960593,neutral
permutation,dense,convexity,fold,1,1,1397571834,27,53.941613,54.976568,1.034955,harm
permutation,dense,convexity,fold,1,2,691875612,27,53.941613,55.354994,1.413382,harm
permutation,dense,convexity,fold,1,3,4264409311,27,53.941613,53.313250,-0.628363,neutral
permutation,dense,convexity,fold,1,4,2599386622,27,53.941613,52.695626,-1.245987,improvement
permutation,dense,convexity,fold,1,5,203254615,27,53.941613,54.021564,0.079951,neutral
permutation,dense,convexity,fold,1,6,2834363041,27,53.941613,54.560649,0.619036,neutral
permutation,dense,convexity,fold,1,7,1482459063,27,53.941613,55.062160,1.120547,harm
permutation,dense,convexity,fold,1,8,563095068,27,53.941613,55.188634,1.247021,harm
permutation,dense,convexity,fold,1,9,3876581306,27,53.941613,52.902698,-1.038915,improvement
permutation,dense,convexity,fold,2,0,39553732,27,43.306228,46.475766,3.169539,harm
permutation,dense,convexity,fold,2,1,5675460,27,43.306228,48.960860,5.654632,harm
permutation,dense,convexity,fold,2,2,4093244388,27,43.306228,48.158670,4.852442,harm
permutation,dense,convexity,fold,2,3,2940052466,27,43.306228,37.774181,-5.532047,improvement
permutation,dense,convexity,fold,2,4,2567532213,27,43.306228,47.506763,4.200535,harm
permutation,dense,convexity,fold,2,5,2610029280,27,43.306228,41.295548,-2.010679,improvement
permutation,dense,convexity,fold,2,6,2298881088,27,43.306228,42.543165,-0.763063,neutral
